assembly_accession,current_accession,organism_name,tax_id,assembly_name,status,superkingdom,kingdom,phylum,class,order,family,genus,species
GCF_005490985.1,GCF_005490985.1,Curtobacterium sp. SGAir0471,2070337,ASM549098v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. SGAir0471
GCF_005491425.1,GCF_005491425.1,Lysinibacillus sp. SGAir0095,2070463,ASM549142v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. SGAir0095
GCF_005576615.1,GCF_005576615.1,Natrinema versiforme,88724,ASM557661v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema versiforme
GCF_005601135.1,GCF_005601135.1,Ruminococcus bovis,2564099,ASM560113v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bovis
GCF_005671395.1,GCF_005671395.1,Jejuibacter calystegiae,2579935,ASM567139v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Jejuibacter,Jejuibacter calystegiae
GCF_005696695.1,GCF_005696695.1,Schaalia odontolytica,1660,ASM569669v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica
GCF_005843885.1,GCF_005843885.1,Escherichia sp. E4742,2044467,ASM584388v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia sp. E4742
GCF_005843985.1,GCF_005843985.1,Caminibacter mediatlanticus TB-2,391592,ASM584398v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus
GCF_005848555.1,GCF_005848555.1,Blautia sp. SC05B48,2479767,ASM584855v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp. SC05B48
GCF_005885815.1,GCF_005885815.1,Thiomicrorhabdus sediminis,2580412,ASM588581v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus sediminis
GCF_005887635.2,GCF_005887635.2,Paroceanicella profunda,2579971,ASM588763v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paroceanicella,Paroceanicella profunda
GCF_005890195.1,GCF_005890195.1,Natrinema pallidum,69527,ASM589019v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum
GCF_005937995.2,GCF_005937995.2,Oerskovia sp. KBS0722,1179673,ASM593799v2,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia sp. KBS0722
GCF_005938645.2,GCF_005938645.2,Pedobacter sp. KBS0701,2578106,ASM593864v2,resolved,Bacteria,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. KBS0701
GCF_005954645.2,GCF_005954645.2,Nocardioides dongxiaopingii,2576036,ASM595464v2,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides dongxiaopingii
GCF_006007965.1,GCF_006007965.1,Nocardioides jishulii,2575440,ASM600796v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides jishulii
GCF_006016075.1,GCF_006016075.1,Caloramator sp. E03,2576307,ASM601607v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,Caloramator sp. E03
GCF_006065315.1,GCF_006065315.1,Aureibaculum algae,2584122,ASM606531v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureibaculum,Aureibaculum algae
GCF_006088815.1,GCF_006088815.1,Elizabethkingia sp. JS20170427COW,2583851,ASM608881v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia sp. JS20170427COW
GCF_006094275.1,GCF_006094275.1,Glutamicibacter creatinolyticus,162496,ASM609427v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter creatinolyticus
GCF_006094695.1,GCF_006094695.1,Kocuria rosea,1275,ASM609469v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria rosea
GCF_006159205.1,GCF_006159205.1,Antarcticibacterium flavum,2058175,ASM615920v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,Antarcticibacterium flavum
GCF_006228385.1,GCF_006228385.1,Salinimonas iocasae,2572577,ASM622838v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas iocasae
GCF_006337085.1,GCF_006337085.1,Sutterella faecalis,2584944,ASM633708v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis
GCF_006337105.1,GCF_006337105.1,Thermomonas aquatica,2202149,ASM633710v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,Thermomonas aquatica
GCF_006337165.1,GCF_006337165.1,Hymenobacter jejuensis,2502781,ASM633716v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter jejuensis
GCF_006349365.1,GCF_006349365.1,Georgenia wutianyii,2585135,ASM634936v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Allobogoriellales,Allobogoriellaceae,Georgenia,Georgenia wutianyii
GCF_006351965.1,GCF_006351965.1,Oceanicola sp. D3,2587163,ASM635196v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Oceanicola,Oceanicola sp. D3
GCF_006363875.1,GCF_006363875.1,Sphingobium fuliginis ATCC 27551,1208342,ASM636387v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingobiaceae,Sphingobium,Sphingobium fuliginis
GCF_006385135.1,GCF_006385135.1,Paremcibacter congregatus,2043170,ASM638513v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Paremcibacter,Paremcibacter congregatus
GCF_006385555.1,GCF_006385555.1,Shewanella polaris,2588449,ASM638555v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella polaris
GCF_006385595.1,GCF_006385595.1,Luteibacter pinisoli,2589080,ASM638559v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Luteibacter,Luteibacter pinisoli
GCF_006457285.1,GCF_006457285.1,Bacillus tropicus,2026188,ASM645728v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus tropicus
GCF_006496635.1,GCF_006496635.1,Azoarcus sp. DD4,2027405,ASM649663v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. DD4
GCF_006517215.1,GCF_006517215.1,Pseudarthrobacter sp. NIBRBAC000502771,2590774,ASM651721v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502771
GCF_006517255.1,GCF_006517255.1,Janthinobacterium tructae,2590869,ASM651725v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium tructae
GCF_006517275.1,GCF_006517275.1,Labrenzia sp. PHM005,2590016,ASM651727v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. PHM005
GCF_006542275.1,GCF_006542275.1,Saccharibacillus brassicae,2583377,ASM654227v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus brassicae
GCF_006542335.1,GCF_006542335.1,Neokomagataea tanensis,661191,ASM654233v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Neokomagataea,Neokomagataea tanensis
GCF_006542355.1,GCF_006542355.1,Swingsia samuiensis,1293412,ASM654235v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Swingsia,Swingsia samuiensis
GCF_006542375.1,GCF_006542375.1,Oecophyllibacter saccharovorans,2558360,ASM654237v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Oecophyllibacter,Oecophyllibacter saccharovorans
GCF_006542395.2,GCF_006542395.2,Formicincola oecophyllae,2558361,ASM654239v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Formicincola,Formicincola oecophyllae
GCF_006542605.1,GCF_006542605.1,Porphyrobacter sp. YT40,2547601,ASM654260v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter sp. YT40
GCF_006542645.1,GCF_006542645.1,Alistipes onderdonkii subsp. vulgaris,2585117,Aond_1.0,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii
GCF_006542665.1,GCF_006542665.1,Alistipes communis,2585118,Acom_1.0,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis
GCF_006542685.1,GCF_006542685.1,Alistipes dispar,2585119,Adis_1.0,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes dispar
GCF_006547045.1,GCF_006547045.1,Marilutibacter alkalisoli,2591633,ASM654704v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Marilutibacter,Marilutibacter alkalisoli
GCF_006575665.1,GCF_006575665.1,Echinicola soli,2591634,ASM657566v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola soli
GCF_006711645.1,GCF_006711645.1,Klebsiella electrica,1259973,ASM671164v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella electrica
GCF_006738645.1,GCF_006738645.1,Allostella humosa,94,ASM673864v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Allostellaceae,Allostella,Allostella humosa
GCF_006740685.1,GCF_006740685.1,Candidatus Nitrosopumilus sp. SW,2508726,ASM674068v1,resolved,Archaea,Thermoproteati,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus sp. SW
GCF_006740705.1,GCF_006740705.1,Salicibibacter halophilus,2502791,ASM674070v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Salicibibacter,Salicibibacter halophilus
GCF_006740765.1,GCF_006740765.1,Leisingera aquaemixtae,1396826,ASM674076v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera aquaemixtae
GCF_006742345.1,GCF_006742345.1,Bacteroides uniformis,820,ASM674234v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
GCF_006742785.1,GCF_006742785.1,Nitrosomonas stercoris,1444684,ASM674278v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas stercoris
GCF_006777025.1,GCF_006777025.1,Weissella hellenica,46256,ASM677702v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella hellenica
GCF_006874625.1,GCF_006874625.1,Bdellovibrio sp. NC01,2220073,ASM687462v1,resolved,Bacteria,Pseudomonadati,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio sp. NC01
GCF_006874645.1,GCF_006874645.1,Bdellovibrio sp. ZAP7,2231053,ASM687464v1,resolved,Bacteria,Pseudomonadati,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio sp. ZAP7
GCF_006874745.1,GCF_006874745.1,Leptospira weilii,28184,ASM687474v1,resolved,Bacteria,Pseudomonadati,Spirochaetota,Leptospiria,Leptospirales,Leptospiraceae,Leptospira,Leptospira weilii
GCF_006965445.1,GCF_006965445.1,Lactococcus protaetiae,2592653,ASM696544v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus protaetiae
GCF_006965485.1,GCF_006965485.1,Spirosoma sp. KCTC 42546,2520506,ASM696548v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. KCTC 42546
GCF_006970865.1,GCF_006970865.1,Rhodoferax sediminis,2509614,ASM697086v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sediminis
GCF_006974105.1,GCF_006974105.1,Rhodoferax aquaticus,2527691,ASM697410v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax aquaticus
GCF_007164725.1,GCF_007164725.1,Dialister hominis,2582419,ASM716472v1,resolved,Bacteria,Bacillati,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister hominis
GCF_007197575.1,GCF_007197575.1,Ornithinimicrobium ciconiae,2594265,ASM719757v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Ornithinimicrobium ciconiae
GCF_007197715.1,GCF_007197715.1,Dolosigranulum pigrum,29394,ASM719771v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum
GCF_007197735.1,GCF_007197735.1,Formosa sediminum,2594004,ASM719773v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sediminum
GCF_007197755.1,GCF_007197755.1,Ferrovibrio terrae,2594003,ASM719775v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferrovibrio,Ferrovibrio terrae
GCF_007197775.1,GCF_007197775.1,Thalassotalea sp. PS06,2594005,ASM719777v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea sp. PS06
GCF_007301515.1,GCF_007301515.1,Radiobacillus deserti,2594883,ASM730151v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Radiobacillus,Radiobacillus deserti
GCF_007362295.1,GCF_007362295.1,Nocardia otitidiscaviarum,1823,ASM736229v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia otitidiscaviarum
GCF_007362775.1,GCF_007362775.1,Microlunatus elymi,2596828,ASM736277v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus elymi
GCF_007475525.1,GCF_007475525.1,Methylacidiphilum kamchatkense Kam1,1202785,ASM747552v1,resolved,Bacteria,Pseudomonadati,Verrucomicrobiota,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum (ex Ratnadevi et al. 2023),Methylacidiphilum kamchatkense
GCF_007556815.1,GCF_007556815.1,Paraburkholderia megapolitana,420953,ASM755681v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia megapolitana
GCF_007559025.1,GCF_007559025.1,Tomitella fengzijianii,2597660,ASM755902v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,,Tomitella,Tomitella fengzijianii
GCF_007641235.1,GCF_007641235.1,Corynebacterium sanguinis,2594913,ASM764123v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sanguinis
GCF_007641255.1,GCF_007641255.1,Sporomusa termitida,2377,ASM764125v1,resolved,Bacteria,Bacillati,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Sporomusa termitida
GCF_007748115.1,GCF_007748115.1,Bremerella volcania,2527984,ASM774811v1,resolved,Bacteria,Pseudomonadati,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Bremerella,Bremerella volcania
GCF_007752345.1,GCF_007752345.1,Planctopirus ephydatiae,2528019,ASM775234v1,resolved,Bacteria,Pseudomonadati,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus ephydatiae
GCF_007795095.1,GCF_007795095.1,Luteimonas granuli,1176533,ASM779509v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Luteimonas,Luteimonas granuli
GCF_007814385.1,GCF_007814385.1,Staphylococcus caprae,29380,ASM781438v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae
GCF_007833275.1,GCF_007833275.1,Salarchaeum sp. JOR-1,2599399,ASM783327v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,Salarchaeum sp. JOR-1
GCF_007833915.1,GCF_007833915.1,Micromonospora sp. HM134,2583243,ASM783391v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. HM134
GCF_007855645.1,GCF_007855645.1,Qingshengfaniella alkalisoli,2599296,ASM785564v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Qingshengfaniella,Qingshengfaniella alkalisoli
GCF_007859615.1,GCF_007859615.1,Mycoplasma anserisalpingitidis,519450,ASM785961v1,resolved,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma anserisalpingitidis
GCF_007859655.1,GCF_007859655.1,Devosia ginsengisoli,400770,ASM785965v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia ginsengisoli
GCF_007859675.1,GCF_007859675.1,Humibacter ginsenosidimutans,2599293,ASM785967v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Humibacter,Humibacter ginsenosidimutans
GCF_007874125.1,GCF_007874125.1,Noviherbaspirillum sp. UKPF54,2601898,ASM787412v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum sp. UKPF54
GCF_007904085.1,GCF_007904085.1,Euhalothece natronophila Z-M001,522448,ASM790408v1,resolved,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Chroococcales,Halothecacae,Euhalothece,Euhalothece natronophila
GCF_007922615.2,GCF_007922615.2,Nitratireductor mangrovi,2599600,ASM792261v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Nitratireductor,Nitratireductor mangrovi
GCF_007954405.1,GCF_007954405.1,Comamonas flocculans,2597701,ASM795440v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas flocculans
GCF_007954425.1,GCF_007954425.1,Novosphingobium ginsenosidimutans,1176536,ASM795442v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium ginsenosidimutans
GCF_007954585.1,GCF_007954585.1,Pistricoccus aurantiacus,1883414,ASM795458v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Pistricoccus,Pistricoccus aurantiacus
GCF_007970185.1,GCF_007970185.1,Pseudobacter ginsenosidimutans,661488,ASM797018v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudobacter,Pseudobacter ginsenosidimutans
GCF_007970665.1,GCF_007970665.1,Baekduia soli,496014,ASM797066v1,resolved,Bacteria,Bacillati,Actinomycetota,Thermoleophilia,Solirubrobacterales,Baekduiaceae,Baekduia,Baekduia soli
GCF_007970805.1,GCF_007970805.1,Flavisolibacter ginsenosidimutans,661481,ASM797080v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsenosidimutans
GCF_007971025.1,GCF_007971025.1,Mucilaginibacter ginsenosidivorans,398053,ASM797102v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter ginsenosidivorans
GCF_007971225.1,GCF_007971225.1,Panacibacter ginsenosidivorans,1813871,ASM797122v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Panacibacter,Panacibacter ginsenosidivorans
GCF_007971385.1,GCF_007971385.1,Arachidicoccus ginsenosidivorans,496057,ASM797138v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus ginsenosidivorans
GCF_007971525.1,GCF_007971525.1,Mucilaginibacter ginsenosidivorax,862126,ASM797152v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter ginsenosidivorax
GCF_007989425.1,GCF_007989425.1,Rickettsia asiatica,238800,ASM798942v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia asiatica
GCF_007990505.1,GCF_007990505.1,Pseudoleptotrichia goodfellowii,157692,ASM799050v1,resolved,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,Pseudoleptotrichia goodfellowii
GCF_007990525.1,GCF_007990525.1,Leptotrichia hofstadii,157688,ASM799052v1,resolved,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia hofstadii
